gene_name,experiment_ids,allen_gene_ids,entrez_ids,entrez_history,current_entrez_ids,mgi_ids,current_symbols,old_ensembl_id,mgi_candidates,ncbi_candidates,candidate_ids,allen_target_ambiguous,ensembl_ids,rejected_candidates,status
0610007P14Rik,[70927828],[37334],"[""58520""]","[[""58520""]]","[""58520""]","[""MGI:1915571""]","[""Erg28""]",ENSMUSG00000021252,"[""ENSMUSG00000021252""]","[""ENSMUSG00000021252""]","[""ENSMUSG00000021252""]",False,"[""ENSMUSG00000021252""]",{},one_to_one
0610010F05Rik,[74957923],[47516],"[""71675""]","[[""71675""]]","[""71675""]","[""MGI:1918925""]","[""Sanbr""]",ENSMUSG00000042208,"[""ENSMUSG00000042208""]","[""ENSMUSG00000042208""]","[""ENSMUSG00000042208""]",False,"[""ENSMUSG00000042208""]",{},one_to_one
1110007C09Rik,[74357561],[44322],"[""68480""]","[[""68480""]]","[""68480""]","[""MGI:1915730""]","[""Card19""]",ENSMUSG00000037960,"[""ENSMUSG00000037960""]","[""ENSMUSG00000037960""]","[""ENSMUSG00000037960""]",False,"[""ENSMUSG00000037960""]",{},one_to_one
1110008P14Rik,[71015816],[49578],"[""73737""]","[[""73737""]]","[""73737""]","[""MGI:1920987""]","[""Bbln""]",ENSMUSG00000039195,"[""ENSMUSG00000039195""]","[""ENSMUSG00000039195""]","[""ENSMUSG00000039195""]",False,"[""ENSMUSG00000039195""]",{},one_to_one
1110037F02Rik,[74988462],[42028],"[""66185""]","[[""66185""]]","[""66185""]","[""MGI:1913435""]","[""Virma""]",ENSMUSG00000040720,"[""ENSMUSG00000040720""]","[""ENSMUSG00000040720""]","[""ENSMUSG00000040720""]",False,"[""ENSMUSG00000040720""]",{},one_to_one
1190002N15Rik,[77332088],[44703],"[""68861""]","[[""68861""]]","[""68861""]","[""MGI:1916111""]","[""Dipk2a""]",ENSMUSG00000045414,"[""ENSMUSG00000045414""]","[""ENSMUSG00000045414""]","[""ENSMUSG00000045414""]",False,"[""ENSMUSG00000045414""]",{},one_to_one
1200016E24Rik,[1591],[106137],"[""319202""]","[[""319202"", ""-""]]",[],[],[],,[],[],[],False,[],{},unresolved
1700037H04Rik,[324211],[43169],"[""67326""]","[[""67326""]]","[""67326""]","[""MGI:1914576""]","[""Adissp""]",ENSMUSG00000027327,"[""ENSMUSG00000027327""]","[""ENSMUSG00000027327""]","[""ENSMUSG00000027327""]",False,"[""ENSMUSG00000027327""]",{},one_to_one
1700086L19Rik,[1643],[50125],"[""74284""]","[[""74284""]]","[""74284""]","[""MGI:1921534""]","[""Sertad4b-ps""]",ENSMUSG00000071265,"[""ENSMUSG00000121877""]","[""ENSMUSG00000121877""]","[""ENSMUSG00000071265"", ""ENSMUSG00000121877""]",False,"[""ENSMUSG00000071265"", ""ENSMUSG00000121877""]",{},ambiguous_ensembl
1810041L15Rik,[72340125],[48142],"[""72301""]","[[""72301""]]","[""72301""]","[""MGI:1919551""]","[""Shisal1""]",ENSMUSG00000062760,"[""ENSMUSG00000062760""]","[""ENSMUSG00000062760""]","[""ENSMUSG00000062760""]",False,"[""ENSMUSG00000062760""]",{},one_to_one
2010111I01Rik,[71717630],[47902],"[""72061""]","[[""72061""]]","[""72061""]","[""MGI:1919311""]","[""Aopep""]",ENSMUSG00000021458,"[""ENSMUSG00000021458""]","[""ENSMUSG00000021458""]","[""ENSMUSG00000021458""]",False,"[""ENSMUSG00000021458""]",{},one_to_one
2010300C02Rik,[70743898],[47938],"[""72097""]","[[""72097""]]","[""72097""]","[""MGI:1919347""]","[""Cracdl""]",ENSMUSG00000026090,"[""ENSMUSG00000026090""]","[""ENSMUSG00000026090""]","[""ENSMUSG00000026090""]",False,"[""ENSMUSG00000026090""]",{},one_to_one
2310003H01Rik,[72080185],[47726],"[""71885""]","[[""71885""]]","[""71885""]","[""MGI:1919135""]","[""Faap100""]",ENSMUSG00000025384,"[""ENSMUSG00000025384""]","[""ENSMUSG00000025384""]","[""ENSMUSG00000025384""]",False,"[""ENSMUSG00000025384""]",{},one_to_one
2610028E06Rik,[71020430],[48236],"[""72395""]","[[""72395""]]","[""72395""]","[""MGI:1919645""]","[""2610028E06Rik""]",ENSMUSG00000085562,"[""ENSMUSG00000085562""]","[""ENSMUSG00000085562""]","[""ENSMUSG00000085562""]",False,"[""ENSMUSG00000085562""]",{},one_to_one
2900026A02Rik,[71670713],[89049],"[""243219""]","[[""243219""]]","[""243219""]","[""MGI:1920194""]","[""2900026A02Rik""]",ENSMUSG00000051339,"[""ENSMUSG00000051339""]","[""ENSMUSG00000051339""]","[""ENSMUSG00000051339""]",False,"[""ENSMUSG00000051339""]",{},one_to_one
3100002H09Rik,[77340484],[46090],"[""70249""]","[[""70249""]]","[""70249""]","[""MGI:1917499""]",[],,[],[],[],False,[],{},unresolved
3110035E14Rik,[73817427],[52822],"[""76982""]","[[""76982""]]","[""76982""]","[""MGI:1924232""]","[""Vxn""]",ENSMUSG00000067879,"[""ENSMUSG00000067879""]","[""ENSMUSG00000067879""]","[""ENSMUSG00000067879""]",False,"[""ENSMUSG00000067879""]",{},one_to_one
3632451O06Rik,[70928306],[43262],"[""67419""]","[[""67419""]]","[""67419""]","[""MGI:1914669""]","[""Armh4""]",ENSMUSG00000036242,"[""ENSMUSG00000036242""]","[""ENSMUSG00000036242""]","[""ENSMUSG00000036242""]",False,"[""ENSMUSG00000036242""]",{},one_to_one
3830406C13Rik,[77414919],[85403],"[""218734""]","[[""218734""]]","[""218734""]","[""MGI:1917937""]","[""Cep15""]",ENSMUSG00000033111,"[""ENSMUSG00000033111""]","[""ENSMUSG00000033111""]","[""ENSMUSG00000033111""]",False,"[""ENSMUSG00000033111""]",{},one_to_one
4833414E09Rik,[73521828],[47474],"[""71633""]","[[""71633""]]","[""71633""]","[""MGI:1918883""]",[],,[],[],[],False,[],{},unresolved
4833420G17Rik,[74047840],[43235],"[""67392""]","[[""67392""]]","[""67392""]","[""MGI:1914642""]","[""4833420G17Rik""]",ENSMUSG00000062822,"[""ENSMUSG00000062822""]","[""ENSMUSG00000062822""]","[""ENSMUSG00000062822""]",False,"[""ENSMUSG00000062822""]",{},one_to_one
4921531P07Rik,[71670715],[83896],"[""207778""]","[[""207778"", ""110083""]]","[""110083""]","[""MGI:107720""]","[""Dnah12""]",ENSMUSG00000021879,"[""ENSMUSG00000021879""]","[""ENSMUSG00000021879""]","[""ENSMUSG00000021879""]",False,"[""ENSMUSG00000021879""]",{},shared_target
4930506M07Rik,[322956],[47494],"[""71653""]","[[""71653""]]","[""71653""]","[""MGI:1918903""]","[""Shtn1""]",ENSMUSG00000041362,"[""ENSMUSG00000041362""]","[""ENSMUSG00000041362""]","[""ENSMUSG00000041362""]",False,"[""ENSMUSG00000041362""]",{},one_to_one
4932418E24Rik,[73635776],[108656],"[""329366""]","[[""329366""]]","[""329366""]","[""MGI:3045295""]","[""Ccdc187""]",ENSMUSG00000048038,"[""ENSMUSG00000048038""]","[""ENSMUSG00000048038""]","[""ENSMUSG00000048038""]",False,"[""ENSMUSG00000048038""]",{},one_to_one
4932438H23Rik,[1321],[50228],"[""74387""]","[[""74387""]]","[""74387""]","[""MGI:1921637""]","[""Epcip""]",ENSMUSG00000039851,"[""ENSMUSG00000039851""]","[""ENSMUSG00000039851""]","[""ENSMUSG00000039851""]",False,"[""ENSMUSG00000039851""]",{},one_to_one
4933427D14Rik,[74272053],[50318],"[""74477""]","[[""74477""]]","[""74477""]","[""MGI:1921727""]","[""4933427D14Rik""]",ENSMUSG00000020807,"[""ENSMUSG00000020807""]","[""ENSMUSG00000020807""]","[""ENSMUSG00000020807""]",False,"[""ENSMUSG00000020807""]",{},one_to_one
5330421K23Rik,[75043138],[149846],[],[],[],[],[],,[],[],[],False,[],{},unresolved
5730409E04Rik,[74988752],[87103],"[""230757""]","[[""230757""]]","[""230757""]","[""MGI:3609248""]","[""5730409E04Rik""]",ENSMUSG00000073755,"[""ENSMUSG00000073755""]","[""ENSMUSG00000073755""]","[""ENSMUSG00000073755""]",False,"[""ENSMUSG00000073755""]",{},one_to_one
6330403A02Rik,[72340183],[120154],"[""381310""]","[[""381310""]]","[""381310""]","[""MGI:2138735""]","[""Stum""]",ENSMUSG00000053963,"[""ENSMUSG00000053963""]","[""ENSMUSG00000053963""]","[""ENSMUSG00000053963""]",False,"[""ENSMUSG00000053963""]",{},one_to_one
6430548M08Rik,[72008118],[87903],"[""234797""]","[[""234797""]]","[""234797""]","[""MGI:2443793""]","[""6430548M08Rik""]",ENSMUSG00000031824,"[""ENSMUSG00000031824""]","[""ENSMUSG00000031824""]","[""ENSMUSG00000031824""]",False,"[""ENSMUSG00000031824""]",{},one_to_one
6430573F11Rik,[75651150],[106517],"[""319582""]","[[""319582""]]","[""319582""]","[""MGI:2442328""]","[""Trmt9b""]",ENSMUSG00000039620,"[""ENSMUSG00000039620""]","[""ENSMUSG00000039620""]","[""ENSMUSG00000039620""]",False,"[""ENSMUSG00000039620""]",{},one_to_one
6430709H04Rik,[74750012],[106163],"[""319228""]","[[""319228"", ""16180""]]","[""16180""]","[""MGI:104975""]","[""Il1rap""]",ENSMUSG00000022514,"[""ENSMUSG00000022514""]","[""ENSMUSG00000022514""]","[""ENSMUSG00000022514""]",False,"[""ENSMUSG00000022514""]",{},shared_target
6820408C15Rik,[74363339],[86773],"[""228778""]","[[""228778""]]","[""228778""]","[""MGI:3045333""]","[""6820408C15Rik""]",ENSMUSG00000032680,"[""ENSMUSG00000032680""]","[""ENSMUSG00000032680""]","[""ENSMUSG00000032680""]",False,"[""ENSMUSG00000032680""]",{},one_to_one
7420498E04Rik,[75043148],[149916],[],[],[],[],[],,[],[],[],False,[],{},unresolved
8030498B09Rik,[74958606],[53387],"[""77547""]","[[""77547""]]","[""77547""]","[""MGI:1924797""]",[],,[],[],[],False,[],{},unresolved
9130024F11Rik,"[51, 71, 1313]",[108616],"[""329160""]","[[""329160""]]","[""329160""]","[""MGI:1926150""]","[""9130024F11Rik""]",ENSMUSG00000087022,"[""ENSMUSG00000087022""]","[""ENSMUSG00000087022""]","[""ENSMUSG00000087022""]",False,"[""ENSMUSG00000087022""]",{},one_to_one
9330182L06Rik,[75081005],[87174],"[""231014""]","[[""231014""]]","[""231014""]","[""MGI:2443264""]","[""Elapor2""]",ENSMUSG00000056004,"[""ENSMUSG00000056004""]","[""ENSMUSG00000056004""]","[""ENSMUSG00000056004""]",False,"[""ENSMUSG00000056004""]",{},one_to_one
9430020K01Rik,[75988537],[88689],"[""240185""]","[[""240185""]]","[""240185""]","[""MGI:2685174""]","[""Jcad""]",ENSMUSG00000033960,"[""ENSMUSG00000033960""]","[""ENSMUSG00000033960""]","[""ENSMUSG00000033960""]",False,"[""ENSMUSG00000033960""]",{},one_to_one
9430028L06Rik,[71717154],[86269],"[""225617""]","[[""225617"", ""667742""]]","[""667742""]","[""MGI:1918781""]","[""Piezo2""]",ENSMUSG00000041482,"[""ENSMUSG00000041482""]","[""ENSMUSG00000041482""]","[""ENSMUSG00000041482""]",False,"[""ENSMUSG00000041482""]",{},one_to_one
9530068E07Rik,[74988509],[84589],"[""213673""]","[[""213673""]]","[""213673""]","[""MGI:2654705""]","[""9530068E07Rik""]",ENSMUSG00000036275,"[""ENSMUSG00000036275""]","[""ENSMUSG00000036275""]","[""ENSMUSG00000036275""]",False,"[""ENSMUSG00000036275""]",{},one_to_one
9530085C10Rik,[75080269],[149967],[],[],[],[],[],,[],[],[],False,[],{},unresolved
9530091C08Rik,[71249747],[107375],"[""320440""]","[[""320440""]]","[""320440""]","[""MGI:2444034""]","[""9530091C08Rik""]",,[],[],[],False,[],{},unresolved
9630013P03Rik,[77280434],[149971],[],[],[],[],[],,[],[],[],False,[],{},unresolved
9630033F20Rik,[71249748],[106736],"[""319801""]","[[""319801""]]","[""319801""]","[""MGI:2442752""]","[""Tigar""]",ENSMUSG00000038028,"[""ENSMUSG00000038028""]","[""ENSMUSG00000038028""]","[""ENSMUSG00000038028""]",False,"[""ENSMUSG00000038028""]",{},one_to_one
9830166N24Rik,[75043150],[149978],[],[],[],[],[],,[],[],[],False,[],{},unresolved
A130014H13Rik,[75041574],[106565],"[""319630""]","[[""319630""]]","[""319630""]","[""MGI:2442428""]",[],,[],[],[],False,[],{},unresolved
A230065H16Rik,[71250292],[119937],"[""380787""]","[[""380787""]]","[""380787""]","[""MGI:2685744""]","[""Lbhd2""]",ENSMUSG00000087075,"[""ENSMUSG00000087075""]","[""ENSMUSG00000087075""]","[""ENSMUSG00000087075""]",False,"[""ENSMUSG00000087075""]",{},one_to_one
A230097P14Rik,[75042236],[150006],[],[],[],[],[],,[],[],[],False,[],{},unresolved
A330043P19Rik,[75144634],[150009],[],[],[],[],[],,[],[],[],False,[],{},unresolved
A4galt,[71717165],[88589],"[""239559""]","[[""239559""]]","[""239559""]","[""MGI:3512453""]","[""A4galt""]",ENSMUSG00000047878,"[""ENSMUSG00000047878""]","[""ENSMUSG00000047878""]","[""ENSMUSG00000047878""]",False,"[""ENSMUSG00000047878""]",{},one_to_one
A530057D15Rik,[75042238],[150036],[],[],[],[],[],,[],[],[],False,[],{},unresolved
A530079E22Rik,[71250305],[106912],"[""319977""]","[[""319977""]]","[""319977""]","[""MGI:2443097""]",[],,[],[],[],False,[],{},unresolved
A730096I18Rik,[75144645],[150064],[],[],[],[],[],,[],[],[],False,[],{},unresolved
A830018L16Rik,[73818758],[107427],"[""320492""]","[[""320492""]]","[""320492""]","[""MGI:2444149""]","[""A830018L16Rik""]",ENSMUSG00000057715,"[""ENSMUSG00000057715""]","[""ENSMUSG00000057715""]","[""ENSMUSG00000057715""]",False,"[""ENSMUSG00000057715""]",{},one_to_one
A830036E02Rik,[74512028],[110616],"[""353123""]","[[""353123""]]","[""353123""]","[""MGI:3686876""]","[""A830036E02Rik""]",ENSMUSG00000084890,"[""ENSMUSG00000084890""]","[""ENSMUSG00000084890""]","[""ENSMUSG00000084890""]",False,"[""ENSMUSG00000084890""]",{},one_to_one
A830039N20Rik,[72340208],[92567],"[""268723""]","[[""268723""]]","[""268723""]","[""MGI:2445176""]",[],,[],[],[],False,[],{},unresolved
A830073O21Rik,[74819036],[107197],"[""320262""]","[[""320262""]]","[""320262""]","[""MGI:2443692""]","[""A830073O21Rik""]",ENSMUSG00000091890,"[""ENSMUSG00000091890""]",[],"[""ENSMUSG00000091890""]",False,"[""ENSMUSG00000091890""]",{},one_to_one
A930009E05Rik,[72340221],[53636],"[""77796""]","[[""77796"", ""434008""]]","[""434008""]","[""MGI:3647581""]","[""Tmem178b""]",ENSMUSG00000057716,"[""ENSMUSG00000057716""]","[""ENSMUSG00000057716""]","[""ENSMUSG00000057716""]",False,"[""ENSMUSG00000057716""]",{},one_to_one
AF529169,[73636152],[84142],"[""209743""]","[[""209743""]]","[""209743""]","[""MGI:2667167""]","[""Minar1""]",ENSMUSG00000039313,"[""ENSMUSG00000039313""]","[""ENSMUSG00000039313""]","[""ENSMUSG00000039313""]",False,"[""ENSMUSG00000039313""]",{},one_to_one
AI450948,[71250311],[120760],"[""382643""]","[[""382643"", ""100041194""]]","[""100041194""]","[""MGI:2144831""]","[""Ahnak2""]",,"[""ENSMUSG00000118667""]","[""ENSMUSG00000118667""]","[""ENSMUSG00000118667""]",False,"[""ENSMUSG00000118667""]",{},one_to_one
AI593442,[71250312],[109021],"[""330941""]","[[""330941""]]","[""330941""]","[""MGI:2143099""]","[""AI593442""]",ENSMUSG00000078307,"[""ENSMUSG00000078307""]","[""ENSMUSG00000078307""]","[""ENSMUSG00000078307""]",False,"[""ENSMUSG00000078307""]",{},one_to_one
AI606473,[1468],[63856],"[""99686""]","[[""99686""]]","[""99686""]","[""MGI:2139767""]","[""AI606473""]",ENSMUSG00000093738,"[""ENSMUSG00000093738""]","[""ENSMUSG00000093738""]","[""ENSMUSG00000093738""]",False,"[""ENSMUSG00000093738""]",{},one_to_one
AI852640,[74958645],[119916],"[""380744""]","[[""380744"", ""668212""]]","[""668212""]","[""MGI:2444851""]","[""Efr3b""]",,"[""ENSMUSG00000020658""]","[""ENSMUSG00000020658""]","[""ENSMUSG00000020658""]",False,"[""ENSMUSG00000020658""]",{},one_to_one
AW046396,[72340236],[108620],"[""329173""]","[[""329173"", ""23792""]]","[""23792""]","[""MGI:1345162""]","[""Adam23""]",,"[""ENSMUSG00000025964""]","[""ENSMUSG00000025964""]","[""ENSMUSG00000025964""]",False,"[""ENSMUSG00000025964""]",{},one_to_one
Aacs,[74988454],[54734],"[""78894""]","[[""78894""]]","[""78894""]","[""MGI:1926144""]","[""Aacs""]",ENSMUSG00000029482,"[""ENSMUSG00000029482""]","[""ENSMUSG00000029482""]","[""ENSMUSG00000029482""]",False,"[""ENSMUSG00000029482""]",{},one_to_one
Aars,[74641317],[87892],"[""234734""]","[[""234734""]]","[""234734""]","[""MGI:2384560""]","[""Aars1""]",ENSMUSG00000031960,"[""ENSMUSG00000031960""]","[""ENSMUSG00000031960""]","[""ENSMUSG00000031960""]",False,"[""ENSMUSG00000031960""]",{},one_to_one
Abat,[72079931],[92603],"[""268860""]","[[""268860""]]","[""268860""]","[""MGI:2443582""]","[""Abat""]",ENSMUSG00000057880,"[""ENSMUSG00000057880""]","[""ENSMUSG00000057880""]","[""ENSMUSG00000057880""]",False,"[""ENSMUSG00000057880""]",{},one_to_one
Abcb10,[74881353],[35482],"[""56199""]","[[""56199""]]","[""56199""]","[""MGI:1860508""]","[""Abcb10""]",ENSMUSG00000031974,"[""ENSMUSG00000031974""]","[""ENSMUSG00000031974""]","[""ENSMUSG00000031974""]",False,"[""ENSMUSG00000031974""]",{},one_to_one
Abcb6,"[67881549, 75749413]",[49945],"[""74104""]","[[""74104""]]","[""74104""]","[""MGI:1921354""]","[""Abcb6""]",ENSMUSG00000026198,"[""ENSMUSG00000026198""]","[""ENSMUSG00000026198""]","[""ENSMUSG00000026198""]",False,"[""ENSMUSG00000026198""]",{},one_to_one
Abcc4,[75042241],[88554],"[""239273""]","[[""239273""]]","[""239273""]","[""MGI:2443111""]","[""Abcc4""]",ENSMUSG00000032849,"[""ENSMUSG00000032849""]","[""ENSMUSG00000032849""]","[""ENSMUSG00000032849""]",False,"[""ENSMUSG00000032849""]",{},one_to_one
Abcd1,[356086],[11453],"[""11666""]","[[""11666""]]","[""11666""]","[""MGI:1349215""]","[""Abcd1""]",ENSMUSG00000031378,"[""ENSMUSG00000031378""]","[""ENSMUSG00000031378""]","[""ENSMUSG00000031378""]",False,"[""ENSMUSG00000031378""]",{},one_to_one
Abcd2,[70616004],[26620],"[""26874""]","[[""26874""]]","[""26874""]","[""MGI:1349467""]","[""Abcd2""]",ENSMUSG00000055782,"[""ENSMUSG00000055782""]","[""ENSMUSG00000055782""]","[""ENSMUSG00000055782""]",False,"[""ENSMUSG00000055782""]",{},one_to_one
Abhd11,[1577],[44600],"[""68758""]","[[""68758""]]","[""68758""]","[""MGI:1916008""]","[""Abhd11""]",ENSMUSG00000040532,"[""ENSMUSG00000040532""]","[""ENSMUSG00000040532""]","[""ENSMUSG00000040532""]",False,"[""ENSMUSG00000040532""]",{},one_to_one
Abhd3,[70744514],[71026],"[""106861""]","[[""106861""]]","[""106861""]","[""MGI:2147183""]","[""Abhd3""]",ENSMUSG00000002475,"[""ENSMUSG00000002475""]","[""ENSMUSG00000002475""]","[""ENSMUSG00000002475""]",False,"[""ENSMUSG00000002475""]",{},one_to_one
Abhd6,[74047923],[41925],"[""66082""]","[[""66082""]]","[""66082""]","[""MGI:1913332""]","[""Abhd6""]",ENSMUSG00000025277,"[""ENSMUSG00000025277""]","[""ENSMUSG00000025277""]","[""ENSMUSG00000025277""]",False,"[""ENSMUSG00000025277""]",{},one_to_one
Abhd8,[2012],[40897],"[""64296""]","[[""64296""]]","[""64296""]","[""MGI:1918946""]","[""Abhd8""]",ENSMUSG00000007950,"[""ENSMUSG00000007950""]","[""ENSMUSG00000007950""]","[""ENSMUSG00000007950""]",False,"[""ENSMUSG00000007950""]",{},one_to_one
Ablim2,[73636039],[87200],"[""231148""]","[[""231148""]]","[""231148""]","[""MGI:2385758""]","[""Ablim2""]",ENSMUSG00000029095,"[""ENSMUSG00000029095""]","[""ENSMUSG00000029095""]","[""ENSMUSG00000029095""]",False,"[""ENSMUSG00000029095""]",{},one_to_one
Ablim3,[73992943],[106648],"[""319713""]","[[""319713""]]","[""319713""]","[""MGI:2442582""]","[""Ablim3""]",ENSMUSG00000032735,"[""ENSMUSG00000032735""]","[""ENSMUSG00000032735""]","[""ENSMUSG00000032735""]",False,"[""ENSMUSG00000032735""]",{},one_to_one
Abtb1,[1659],[56084],"[""80283""]","[[""80283""]]","[""80283""]","[""MGI:1933148""]","[""Abtb1""]",ENSMUSG00000030083,"[""ENSMUSG00000030083""]","[""ENSMUSG00000030083""]","[""ENSMUSG00000030083""]",False,"[""ENSMUSG00000030083""]",{},one_to_one
Acaa2,[71924375],[32018],"[""52538""]","[[""52538""]]","[""52538""]","[""MGI:1098623""]","[""Acaa2""]",ENSMUSG00000036880,"[""ENSMUSG00000036880""]","[""ENSMUSG00000036880""]","[""ENSMUSG00000036880""]",False,"[""ENSMUSG00000036880""]",{},one_to_one
Acacb,[74881515],[64875],"[""100705""]","[[""100705""]]","[""100705""]","[""MGI:2140940""]","[""Acacb""]",ENSMUSG00000042010,"[""ENSMUSG00000042010""]","[""ENSMUSG00000042010""]","[""ENSMUSG00000042010""]",False,"[""ENSMUSG00000042010""]",{},one_to_one
Acadl,[72081416],[11193],"[""11363""]","[[""11363""]]","[""11363""]","[""MGI:87866""]","[""Acadl""]",ENSMUSG00000026003,"[""ENSMUSG00000026003""]","[""ENSMUSG00000026003""]","[""ENSMUSG00000026003""]",False,"[""ENSMUSG00000026003""]",{},one_to_one
Acadvl,[227161],[11198],"[""11370""]","[[""11370""]]","[""11370""]","[""MGI:895149""]","[""Acadvl""]",ENSMUSG00000018574,"[""ENSMUSG00000018574""]","[""ENSMUSG00000018574""]","[""ENSMUSG00000018574""]",False,"[""ENSMUSG00000018574""]",{},one_to_one
Acan,"[72128777, 77869840]",[11382],"[""11595""]","[[""11595""]]","[""11595""]","[""MGI:99602""]","[""Acan""]",ENSMUSG00000030607,"[""ENSMUSG00000030607""]","[""ENSMUSG00000030607""]","[""ENSMUSG00000030607""]",False,"[""ENSMUSG00000030607""]",{},one_to_one
Acat1,[71836840],[74603],"[""110446""]","[[""110446""]]","[""110446""]","[""MGI:87870""]","[""Acat1""]",ENSMUSG00000032047,"[""ENSMUSG00000032047""]","[""ENSMUSG00000032047""]","[""ENSMUSG00000032047""]",False,"[""ENSMUSG00000032047""]",{},one_to_one
Acat2,[77869798],[74616],"[""110460""]","[[""110460""]]","[""110460""]","[""MGI:87871""]","[""Acat2""]",ENSMUSG00000023045,"[""ENSMUSG00000023832""]","[""ENSMUSG00000023832""]","[""ENSMUSG00000023045"", ""ENSMUSG00000023832""]",False,"[""ENSMUSG00000023832""]","{""ENSMUSG00000023045"": ""MGI_identity_not_confirmed""}",one_to_one
Ace,"[72109489, 73512499]",[11210],"[""11421""]","[[""11421""]]","[""11421""]","[""MGI:87874""]","[""Ace""]",ENSMUSG00000020681,"[""ENSMUSG00000020681""]","[""ENSMUSG00000020681""]","[""ENSMUSG00000020681""]",False,"[""ENSMUSG00000020681""]",{},one_to_one
Ache,[70301082],[11212],"[""11423""]","[[""11423""]]","[""11423""]","[""MGI:87876""]","[""Ache""]",ENSMUSG00000023328,"[""ENSMUSG00000023328""]","[""ENSMUSG00000023328""]","[""ENSMUSG00000023328""]",False,"[""ENSMUSG00000023328""]",{},one_to_one
Ackr1,[74581383],[13129],"[""13349""]","[[""13349""]]","[""13349""]","[""MGI:1097689""]","[""Ackr1""]",ENSMUSG00000037872,"[""ENSMUSG00000037872""]","[""ENSMUSG00000037872""]","[""ENSMUSG00000037872""]",False,"[""ENSMUSG00000037872""]",{},one_to_one
Ackr2,[74724637],[37713],"[""59289""]","[[""59289""]]","[""59289""]","[""MGI:1891697""]","[""Ackr2""]",ENSMUSG00000044534,"[""ENSMUSG00000044534""]","[""ENSMUSG00000044534""]","[""ENSMUSG00000044534""]",False,"[""ENSMUSG00000044534""]",{},one_to_one
Aco1,[76135819],[11217],"[""11428""]","[[""11428""]]","[""11428""]","[""MGI:87879""]","[""Aco1""]",ENSMUSG00000028405,"[""ENSMUSG00000028405""]","[""ENSMUSG00000028405""]","[""ENSMUSG00000028405""]",False,"[""ENSMUSG00000028405""]",{},one_to_one
Acot13,[75042252],[42677],"[""66834""]","[[""66834""]]","[""66834""]","[""MGI:1914084""]","[""Acot13""]",ENSMUSG00000006717,"[""ENSMUSG00000006717""]","[""ENSMUSG00000006717""]","[""ENSMUSG00000006717""]",False,"[""ENSMUSG00000006717""]",{},one_to_one
Acot7,[145],[45866],"[""70025""]","[[""70025""]]","[""70025""]","[""MGI:1917275""]","[""Acot7""]",ENSMUSG00000028937,"[""ENSMUSG00000028937""]","[""ENSMUSG00000028937""]","[""ENSMUSG00000028937""]",False,"[""ENSMUSG00000028937""]",{},one_to_one
Acsbg1,[369],[60821],"[""94180""]","[[""94180""]]","[""94180""]","[""MGI:2385656""]","[""Acsbg1""]",ENSMUSG00000032281,"[""ENSMUSG00000032281""]","[""ENSMUSG00000032281""]","[""ENSMUSG00000032281""]",False,"[""ENSMUSG00000032281""]",{},one_to_one
Acsl3,[75042266],[50046],"[""74205""]","[[""74205""]]","[""74205""]","[""MGI:1921455""]","[""Acsl3""]",ENSMUSG00000032883,"[""ENSMUSG00000032883""]","[""ENSMUSG00000032883""]","[""ENSMUSG00000032883""]",False,"[""ENSMUSG00000032883""]",{},one_to_one
Acsl5,[73931635],[129841],"[""433256""]","[[""433256""]]","[""433256""]","[""MGI:1919129""]","[""Acsl5""]",ENSMUSG00000024981,"[""ENSMUSG00000024981""]","[""ENSMUSG00000024981""]","[""ENSMUSG00000024981""]",False,"[""ENSMUSG00000024981""]",{},one_to_one
Acsl6,[71836810],[85032],"[""216739""]","[[""216739""]]","[""216739""]","[""MGI:894291""]","[""Acsl6""]",ENSMUSG00000020333,"[""ENSMUSG00000020333""]","[""ENSMUSG00000020333""]","[""ENSMUSG00000020333""]",False,"[""ENSMUSG00000020333""]",{},one_to_one
Acta1,[60],[11248],"[""11459""]","[[""11459""]]","[""11459""]","[""MGI:87902""]","[""Acta1""]",ENSMUSG00000031972,"[""ENSMUSG00000031972""]","[""ENSMUSG00000031972""]","[""ENSMUSG00000031972""]",False,"[""ENSMUSG00000031972""]",{},one_to_one
Actb,[74881516],[11250],"[""11461""]","[[""11461""]]","[""11461""]","[""MGI:87904""]","[""Actb""]",ENSMUSG00000029580,"[""ENSMUSG00000029580""]","[""ENSMUSG00000029580""]","[""ENSMUSG00000029580""]",False,"[""ENSMUSG00000029580""]",{},one_to_one
Actc1,[62],[11253],"[""11464""]","[[""11464""]]","[""11464""]","[""MGI:87905""]","[""Actc1""]",ENSMUSG00000068614,"[""ENSMUSG00000068614""]","[""ENSMUSG00000068614""]","[""ENSMUSG00000068614""]",False,"[""ENSMUSG00000068614""]",{},one_to_one
Actr10,[64],[35724],"[""56444""]","[[""56444""]]","[""56444""]","[""MGI:1891654""]","[""Actr10""]",ENSMUSG00000021076,"[""ENSMUSG00000021076""]","[""ENSMUSG00000021076""]","[""ENSMUSG00000021076""]",False,"[""ENSMUSG00000021076""]",{},one_to_one
Actr1a,[321206],[33423],"[""54130""]","[[""54130""]]","[""54130""]","[""MGI:1858964""]","[""Actr1a""]",ENSMUSG00000025228,"[""ENSMUSG00000025228""]","[""ENSMUSG00000025228""]","[""ENSMUSG00000025228""]",False,"[""ENSMUSG00000025228""]",{},one_to_one
