gene_name,experiment_ids,allen_gene_ids,entrez_ids,entrez_history,current_entrez_ids,mgi_ids,current_symbols,old_ensembl_id,mgi_candidates,ncbi_candidates,candidate_ids,allen_target_ambiguous,ensembl_ids,rejected_candidates,status
Pqlc1,[70927829],[42786],"[""66943""]","[[""66943""]]","[""66943""]","[""MGI:1914193""]","[""Slc66a2""]",ENSMUSG00000034006,"[""ENSMUSG00000034006""]","[""ENSMUSG00000034006""]","[""ENSMUSG00000034006""]",False,"[""ENSMUSG00000034006""]",{},one_to_one
Prcp,[74819671],[48302],"[""72461""]","[[""72461""]]","[""72461""]","[""MGI:1919711""]","[""Prcp""]",ENSMUSG00000061119,"[""ENSMUSG00000061119""]","[""ENSMUSG00000061119""]","[""ENSMUSG00000061119""]",False,"[""ENSMUSG00000061119""]",{},one_to_one
Prdx1,[836],[18243],"[""18477""]","[[""18477""]]","[""18477""]","[""MGI:99523""]","[""Prdx1""]",ENSMUSG00000028691,"[""ENSMUSG00000028691""]","[""ENSMUSG00000028691""]","[""ENSMUSG00000028691""]",False,"[""ENSMUSG00000028691""]",{},one_to_one
Prdx3,[70743842],[11544],"[""11757""]","[[""11757""]]","[""11757""]","[""MGI:88034""]","[""Prdx3""]",ENSMUSG00000024997,"[""ENSMUSG00000024997""]","[""ENSMUSG00000024997""]","[""ENSMUSG00000024997""]",False,"[""ENSMUSG00000024997""]",{},one_to_one
Prdx4,[74819229],[32861],"[""53381""]","[[""53381""]]","[""53381""]","[""MGI:1859815""]","[""Prdx4""]",ENSMUSG00000025289,"[""ENSMUSG00000025289""]","[""ENSMUSG00000025289""]","[""ENSMUSG00000025289""]",False,"[""ENSMUSG00000025289""]",{},one_to_one
Prdx5,[76115740],[33974],"[""54683""]","[[""54683""]]","[""54683""]","[""MGI:1859821""]","[""Prdx5""]",ENSMUSG00000024953,"[""ENSMUSG00000024953""]","[""ENSMUSG00000024953""]","[""ENSMUSG00000024953""]",False,"[""ENSMUSG00000024953""]",{},one_to_one
Prdx6b,[74988306],[107704],"[""320769""]","[[""320769""]]","[""320769""]","[""MGI:1336888""]","[""Prdx6b""]",ENSMUSG00000050114,"[""ENSMUSG00000050114""]","[""ENSMUSG00000050114""]","[""ENSMUSG00000050114""]",False,"[""ENSMUSG00000050114""]",{},one_to_one
Prex1,[73925725],[93210],"[""277360""]","[[""277360""]]","[""277360""]","[""MGI:3040696""]","[""Prex1""]",ENSMUSG00000039621,"[""ENSMUSG00000039621""]","[""ENSMUSG00000039621""]","[""ENSMUSG00000039621""]",False,"[""ENSMUSG00000039621""]",{},one_to_one
Prkacb,[75043158],[18513],"[""18749""]","[[""18749""]]","[""18749""]","[""MGI:97594""]","[""Prkacb""]",ENSMUSG00000005034,"[""ENSMUSG00000005034""]","[""ENSMUSG00000005034""]","[""ENSMUSG00000005034""]",False,"[""ENSMUSG00000005034""]",{},one_to_one
Prkag2,[29],[72261],"[""108099""]","[[""108099""]]","[""108099""]","[""MGI:1336153""]","[""Prkag2""]",ENSMUSG00000028944,"[""ENSMUSG00000028944""]","[""ENSMUSG00000028944""]","[""ENSMUSG00000028944""]",False,"[""ENSMUSG00000028944""]",{},one_to_one
Prkar1b,[70616006],[18848],"[""19085""]","[[""19085""]]","[""19085""]","[""MGI:97759""]","[""Prkar1b""]",ENSMUSG00000025855,"[""ENSMUSG00000025855""]","[""ENSMUSG00000025855""]","[""ENSMUSG00000025855""]",False,"[""ENSMUSG00000025855""]",{},one_to_one
Prkar2a,[77332735],[18850],"[""19087""]","[[""19087""]]","[""19087""]","[""MGI:108025""]","[""Prkar2a""]",ENSMUSG00000032601,"[""ENSMUSG00000032601""]","[""ENSMUSG00000032601""]","[""ENSMUSG00000032601""]",False,"[""ENSMUSG00000032601""]",{},one_to_one
Prkar2b,[74583119],[18851],"[""19088""]","[[""19088""]]","[""19088""]","[""MGI:97760""]","[""Prkar2b""]",ENSMUSG00000002997,"[""ENSMUSG00000002997""]","[""ENSMUSG00000002997""]","[""ENSMUSG00000002997""]",False,"[""ENSMUSG00000002997""]",{},one_to_one
Prkca,"[840, 77869816]",[18514],"[""18750""]","[[""18750""]]","[""18750""]","[""MGI:97595""]","[""Prkca""]",ENSMUSG00000050965,"[""ENSMUSG00000050965""]","[""ENSMUSG00000050965""]","[""ENSMUSG00000050965""]",False,"[""ENSMUSG00000050965""]",{},one_to_one
Prkcb,[72129247],[18515],"[""18751""]","[[""18751""]]","[""18751""]","[""MGI:97596""]","[""Prkcb""]",ENSMUSG00000052889,"[""ENSMUSG00000052889""]","[""ENSMUSG00000052889""]","[""ENSMUSG00000052889""]",False,"[""ENSMUSG00000052889""]",{},one_to_one
Prkcd,[70301274],[18517],"[""18753""]","[[""18753""]]","[""18753""]","[""MGI:97598""]","[""Prkcd""]",ENSMUSG00000021948,"[""ENSMUSG00000021948""]","[""ENSMUSG00000021948""]","[""ENSMUSG00000021948""]",False,"[""ENSMUSG00000021948""]",{},one_to_one
Prkcg,[73521814],[18516],"[""18752""]","[[""18752""]]","[""18752""]","[""MGI:97597""]","[""Prkcg""]",ENSMUSG00000078816,"[""ENSMUSG00000078816""]","[""ENSMUSG00000078816""]","[""ENSMUSG00000078816""]",False,"[""ENSMUSG00000078816""]",{},one_to_one
Prkch,[73520406],[18519],"[""18755""]","[[""18755""]]","[""18755""]","[""MGI:97600""]","[""Prkch""]",ENSMUSG00000021108,"[""ENSMUSG00000021108""]","[""ENSMUSG00000021108""]","[""ENSMUSG00000021108""]",False,"[""ENSMUSG00000021108""]",{},one_to_one
Prkcq,"[71670693, 77869867]",[18525],"[""18761""]","[[""18761""]]","[""18761""]","[""MGI:97601""]","[""Prkcq""]",ENSMUSG00000026778,"[""ENSMUSG00000026778""]","[""ENSMUSG00000026778""]","[""ENSMUSG00000026778""]",False,"[""ENSMUSG00000026778""]",{},one_to_one
Prkcsh,"[67870479, 77413682]",[18852],"[""19089""]","[[""19089""]]","[""19089""]","[""MGI:107877""]","[""Prkcsh""]",ENSMUSG00000003402,"[""ENSMUSG00000003402""]","[""ENSMUSG00000003402""]","[""ENSMUSG00000003402""]",False,"[""ENSMUSG00000003402""]",{},one_to_one
Prkcz,[841],[18526],"[""18762""]","[[""18762""]]","[""18762""]","[""MGI:97602""]","[""Prkcz""]",ENSMUSG00000029053,"[""ENSMUSG00000029053""]","[""ENSMUSG00000029053""]","[""ENSMUSG00000029053""]",False,"[""ENSMUSG00000029053""]",{},one_to_one
Prkdc,[74882717],[18853],"[""19090""]","[[""19090""]]","[""19090""]","[""MGI:104779""]","[""Prkdc""]",ENSMUSG00000022672,"[""ENSMUSG00000022672""]","[""ENSMUSG00000022672""]","[""ENSMUSG00000022672""]",False,"[""ENSMUSG00000022672""]",{},one_to_one
Prkg1,[73521817],[18854],"[""19091""]","[[""19091""]]","[""19091""]","[""MGI:108174""]","[""Prkg1""]",ENSMUSG00000052920,"[""ENSMUSG00000052920""]","[""ENSMUSG00000052920""]","[""ENSMUSG00000052920""]",False,"[""ENSMUSG00000052920""]",{},one_to_one
Prkg2,[71670688],[18855],"[""19092""]","[[""19092""]]","[""19092""]","[""MGI:108173""]","[""Prkg2""]",ENSMUSG00000029334,"[""ENSMUSG00000029334""]","[""ENSMUSG00000029334""]","[""ENSMUSG00000029334""]",False,"[""ENSMUSG00000029334""]",{},one_to_one
Prl2c2,[75077152],[18575],"[""18811""]","[[""18811""]]","[""18811""]","[""MGI:97618""]","[""Prl2c2""]",ENSMUSG00000079092,"[""ENSMUSG00000079092""]","[""ENSMUSG00000079092""]","[""ENSMUSG00000079092""]",False,"[""ENSMUSG00000079092""]",{},one_to_one
Prlhr,[74511758],[86394],"[""226278""]","[[""226278""]]","[""226278""]","[""MGI:2135956""]","[""Prlhr""]",ENSMUSG00000045052,"[""ENSMUSG00000045052""]","[""ENSMUSG00000045052""]","[""ENSMUSG00000045052""]",False,"[""ENSMUSG00000045052""]",{},one_to_one
Prlr,"[1268, 72340223]",[18879],"[""19116""]","[[""19116""]]","[""19116""]","[""MGI:97763""]","[""Prlr""]",ENSMUSG00000005268,"[""ENSMUSG00000005268""]","[""ENSMUSG00000005268""]","[""ENSMUSG00000005268""]",False,"[""ENSMUSG00000005268""]",{},one_to_one
Prmt2,[577],[15243],"[""15468""]","[[""15468""]]","[""15468""]","[""MGI:1316652""]","[""Prmt2""]",ENSMUSG00000020230,"[""ENSMUSG00000020230""]","[""ENSMUSG00000020230""]","[""ENSMUSG00000020230""]",False,"[""ENSMUSG00000020230""]",{},one_to_one
Prnp,[1405],[18885],"[""19122""]","[[""19122""]]","[""19122""]","[""MGI:97769""]","[""Prnp""]",ENSMUSG00000079037,"[""ENSMUSG00000079037""]","[""ENSMUSG00000079037""]","[""ENSMUSG00000079037""]",False,"[""ENSMUSG00000079037""]",{},one_to_one
Prokr1,[74724728],[37214],"[""58182""]","[[""58182""]]","[""58182""]","[""MGI:1929676""]","[""Prokr1""]",ENSMUSG00000049409,"[""ENSMUSG00000049409""]","[""ENSMUSG00000049409""]","[""ENSMUSG00000049409""]",False,"[""ENSMUSG00000049409""]",{},one_to_one
Prokr2,[74511780],[89811],"[""246313""]","[[""246313""]]","[""246313""]","[""MGI:2181363""]","[""Prokr2""]",ENSMUSG00000050558,"[""ENSMUSG00000050558""]","[""ENSMUSG00000050558""]","[""ENSMUSG00000050558""]",False,"[""ENSMUSG00000050558""]",{},one_to_one
Prosc,[76115741],[77582],"[""114863""]","[[""114863""]]","[""114863""]","[""MGI:1891207""]","[""Plpbp""]",ENSMUSG00000031485,"[""ENSMUSG00000031485""]","[""ENSMUSG00000031485""]","[""ENSMUSG00000031485""]",False,"[""ENSMUSG00000031485""]",{},one_to_one
Prox1,[73520980],[18893],"[""19130""]","[[""19130""]]","[""19130""]","[""MGI:97772""]","[""Prox1""]",ENSMUSG00000010175,"[""ENSMUSG00000010175""]","[""ENSMUSG00000010175""]","[""ENSMUSG00000010175""]",False,"[""ENSMUSG00000010175""]",{},one_to_one
Prpf38b,[73907503],[42764],"[""66921""]","[[""66921""]]","[""66921""]","[""MGI:1914171""]","[""Prpf38b""]",ENSMUSG00000027881,"[""ENSMUSG00000027881""]","[""ENSMUSG00000027881""]","[""ENSMUSG00000027881""]",False,"[""ENSMUSG00000027881""]",{},one_to_one
Prpf6,[67850946],[44721],"[""68879""]","[[""68879""]]","[""68879""]","[""MGI:1922946""]","[""Prpf6""]",ENSMUSG00000002455,"[""ENSMUSG00000002455""]","[""ENSMUSG00000002455""]","[""ENSMUSG00000002455""]",False,"[""ENSMUSG00000002455""]",{},one_to_one
Prph,[70232000],[18895],"[""19132""]","[[""19132""]]","[""19132""]","[""MGI:97774""]","[""Prph""]",ENSMUSG00000023484,"[""ENSMUSG00000023484""]","[""ENSMUSG00000023484""]","[""ENSMUSG00000023484""]",False,"[""ENSMUSG00000023484""]",{},one_to_one
Prpsap2,[293663],[84444],"[""212627""]","[[""212627""]]","[""212627""]","[""MGI:2384838""]","[""Prpsap2""]",ENSMUSG00000020528,"[""ENSMUSG00000020528""]","[""ENSMUSG00000020528""]","[""ENSMUSG00000020528""]",False,"[""ENSMUSG00000020528""]",{},one_to_one
Prr15l,[74819231],[85130],"[""217138""]","[[""217138""]]","[""217138""]","[""MGI:2387599""]","[""Prr15l""]",ENSMUSG00000047040,"[""ENSMUSG00000047040""]","[""ENSMUSG00000047040""]","[""ENSMUSG00000047040""]",False,"[""ENSMUSG00000047040""]",{},one_to_one
Prrg2,[276063],[41634],"[""65116""]","[[""65116""]]","[""65116""]","[""MGI:1929596""]","[""Prrg2""]",ENSMUSG00000007837,"[""ENSMUSG00000007837""]","[""ENSMUSG00000007837""]","[""ENSMUSG00000007837""]",False,"[""ENSMUSG00000007837""]",{},one_to_one
Prrt3,[72081547],[84226],"[""210673""]","[[""210673""]]","[""210673""]","[""MGI:2444810""]","[""Prrt3""]",ENSMUSG00000045009,"[""ENSMUSG00000045009""]","[""ENSMUSG00000045009""]","[""ENSMUSG00000045009""]",False,"[""ENSMUSG00000045009""]",{},one_to_one
Prrx2,[1522],[19967],"[""20204""]","[[""20204""]]","[""20204""]","[""MGI:98218""]","[""Prrx2""]",ENSMUSG00000039476,"[""ENSMUSG00000039476""]","[""ENSMUSG00000039476""]","[""ENSMUSG00000039476""]",False,"[""ENSMUSG00000039476""]",{},one_to_one
Prss12,[71836879],[18905],"[""19142""]","[[""19142""]]","[""19142""]","[""MGI:1100881""]","[""Prss12""]",ENSMUSG00000027978,"[""ENSMUSG00000027978""]","[""ENSMUSG00000027978""]","[""ENSMUSG00000027978""]",False,"[""ENSMUSG00000027978""]",{},one_to_one
Prss23,[70634118],[52294],"[""76453""]","[[""76453""]]","[""76453""]","[""MGI:1923703""]","[""Prss23""]",ENSMUSG00000039405,"[""ENSMUSG00000039405""]","[""ENSMUSG00000039405""]","[""ENSMUSG00000039405""]",False,"[""ENSMUSG00000039405""]",{},one_to_one
Prss35,[74511839],[89307],"[""244954""]","[[""244954""]]","[""244954""]","[""MGI:2444800""]","[""Prss35""]",ENSMUSG00000033491,"[""ENSMUSG00000033491""]","[""ENSMUSG00000033491""]","[""ENSMUSG00000033491""]",False,"[""ENSMUSG00000033491""]",{},one_to_one
Prss39,[74749944],[21514],"[""21755""]","[[""21755""]]","[""21755""]","[""MGI:1270856""]","[""Prss39""]",ENSMUSG00000026125,"[""ENSMUSG00000026125""]","[""ENSMUSG00000026125""]","[""ENSMUSG00000026125""]",False,"[""ENSMUSG00000026125""]",{},one_to_one
Prune2,"[57, 74363335, 77874616]",[110689],"[""353211""]","[[""353211""]]","[""353211""]","[""MGI:1925004""]","[""Prune2""]",ENSMUSG00000039126,"[""ENSMUSG00000039126""]","[""ENSMUSG00000039126""]","[""ENSMUSG00000039126""]",False,"[""ENSMUSG00000039126""]",{},one_to_one
Psap,[846],[18919],"[""19156""]","[[""19156""]]","[""19156""]","[""MGI:97783""]","[""Psap""]",ENSMUSG00000004207,"[""ENSMUSG00000004207""]","[""ENSMUSG00000004207""]","[""ENSMUSG00000004207""]",False,"[""ENSMUSG00000004207""]",{},one_to_one
Psd,[72128746],[49569],"[""73728""]","[[""73728""]]","[""73728""]","[""MGI:1920978""]","[""Psd""]",ENSMUSG00000037126,"[""ENSMUSG00000037126""]","[""ENSMUSG00000037126""]","[""ENSMUSG00000037126""]",False,"[""ENSMUSG00000037126""]",{},one_to_one
Psd3,[73636030],[87815],"[""234353""]","[[""234353""]]","[""234353""]","[""MGI:1918215""]","[""Psd3""]",ENSMUSG00000017221,"[""ENSMUSG00000030465""]","[""ENSMUSG00000030465""]","[""ENSMUSG00000017221"", ""ENSMUSG00000030465""]",False,"[""ENSMUSG00000030465""]","{""ENSMUSG00000017221"": ""MGI_identity_not_confirmed""}",one_to_one
Psg16,"[655307, 77887858]",[26184],"[""26436""]","[[""26436""]]","[""26436""]","[""MGI:1347249""]","[""Psg16""]",ENSMUSG00000066760,"[""ENSMUSG00000066760""]","[""ENSMUSG00000066760""]","[""ENSMUSG00000066760""]",False,"[""ENSMUSG00000066760""]",{},one_to_one
Psmb2,[74988552],[26193],"[""26445""]","[[""26445""]]","[""26445""]","[""MGI:1347045""]","[""Psmb2""]",ENSMUSG00000028837,"[""ENSMUSG00000028837""]","[""ENSMUSG00000028837""]","[""ENSMUSG00000028837""]",False,"[""ENSMUSG00000028837""]",{},one_to_one
Psmc2,[356850],[18944],"[""19181""]","[[""19181""]]","[""19181""]","[""MGI:109555""]","[""Psmc2""]",ENSMUSG00000028932,"[""ENSMUSG00000028932""]","[""ENSMUSG00000028932""]","[""ENSMUSG00000028932""]",False,"[""ENSMUSG00000028932""]",{},one_to_one
Psmc3,[73512199],[18945],"[""19182""]","[[""19182""]]","[""19182""]","[""MGI:1098754""]","[""Psmc3""]",ENSMUSG00000002102,"[""ENSMUSG00000002102""]","[""ENSMUSG00000002102""]","[""ENSMUSG00000002102""]",False,"[""ENSMUSG00000002102""]",{},one_to_one
Psmc6,[73512205],[42932],"[""67089""]","[[""67089""]]","[""67089""]","[""MGI:1914339""]","[""Psmc6""]",ENSMUSG00000021832,"[""ENSMUSG00000021832""]","[""ENSMUSG00000021832""]","[""ENSMUSG00000021832""]",False,"[""ENSMUSG00000021832""]",{},one_to_one
Psmd11,[74743282],[44919],"[""69077""]","[[""69077""]]","[""69077""]","[""MGI:1916327""]","[""Psmd11""]",ENSMUSG00000017428,"[""ENSMUSG00000017428""]","[""ENSMUSG00000017428""]","[""ENSMUSG00000017428""]",False,"[""ENSMUSG00000017428""]",{},one_to_one
Psmd13,[74882718],[23748],"[""23997""]","[[""23997""]]","[""23997""]","[""MGI:1345192""]","[""Psmd13""]",ENSMUSG00000025487,"[""ENSMUSG00000025487""]","[""ENSMUSG00000025487""]","[""ENSMUSG00000025487""]",False,"[""ENSMUSG00000025487""]",{},one_to_one
Psmd4,[2503],[18948],"[""19185""]","[[""19185""]]","[""19185""]","[""MGI:1201670""]","[""Psmd4""]",ENSMUSG00000005625,"[""ENSMUSG00000005625""]","[""ENSMUSG00000005625""]","[""ENSMUSG00000005625""]",False,"[""ENSMUSG00000005625""]",{},one_to_one
Psmd5,[75146002],[42841],"[""66998""]","[[""66998""]]","[""66998""]","[""MGI:1914248""]","[""Psmd5""]",ENSMUSG00000026869,"[""ENSMUSG00000026869""]","[""ENSMUSG00000026869""]","[""ENSMUSG00000026869""]",False,"[""ENSMUSG00000026869""]",{},one_to_one
Psme1,[76115739],[18949],"[""19186""]","[[""19186""]]","[""19186""]","[""MGI:1096367""]","[""Psme1""]",ENSMUSG00000022216,"[""ENSMUSG00000022216""]","[""ENSMUSG00000022216""]","[""ENSMUSG00000022216""]",False,"[""ENSMUSG00000022216""]",{},one_to_one
Psme2,[74800893],[18951],"[""19188""]","[[""19188""]]","[""19188""]","[""MGI:1096365""]","[""Psme2""]",ENSMUSG00000079197,"[""ENSMUSG00000079197""]","[""ENSMUSG00000079197""]","[""ENSMUSG00000079197""]",False,"[""ENSMUSG00000079197""]",{},one_to_one
Psrc1,[71015388],[36021],"[""56742""]","[[""56742""]]","[""56742""]","[""MGI:1913099""]","[""Psrc1""]",ENSMUSG00000068744,"[""ENSMUSG00000068744""]","[""ENSMUSG00000068744""]","[""ENSMUSG00000068744""]",False,"[""ENSMUSG00000068744""]",{},one_to_one
Pstpip1,[71717135],[18963],"[""19200""]","[[""19200""]]","[""19200""]","[""MGI:1321396""]","[""Pstpip1""]",ENSMUSG00000032322,"[""ENSMUSG00000032322""]","[""ENSMUSG00000032322""]","[""ENSMUSG00000032322""]",False,"[""ENSMUSG00000032322""]",{},one_to_one
Ptbp1,[356857],[18968],"[""19205""]","[[""19205""]]","[""19205""]","[""MGI:97791""]","[""Ptbp1""]",ENSMUSG00000006498,"[""ENSMUSG00000006498""]","[""ENSMUSG00000006498""]","[""ENSMUSG00000006498""]",False,"[""ENSMUSG00000006498""]",{},one_to_one
Ptcd1,[74882764],[47640],"[""71799""]","[[""71799""]]","[""71799""]","[""MGI:1919049""]","[""Ptcd1""]",ENSMUSG00000029624,"[""ENSMUSG00000029624""]","[""ENSMUSG00000029624""]","[""ENSMUSG00000029624""]",False,"[""ENSMUSG00000029624""]",{},one_to_one
Ptcd2,"[293037, 77414563]",[44769],"[""68927""]","[[""68927""]]","[""68927""]","[""MGI:1916177""]","[""Ptcd2""]",ENSMUSG00000021650,"[""ENSMUSG00000021650""]","[""ENSMUSG00000021650""]","[""ENSMUSG00000021650""]",False,"[""ENSMUSG00000021650""]",{},one_to_one
Ptchd1,[71249749],[84323],"[""211612""]","[[""211612""]]","[""211612""]","[""MGI:2685233""]","[""Ptchd1""]",ENSMUSG00000041552,"[""ENSMUSG00000041552""]","[""ENSMUSG00000041552""]","[""ENSMUSG00000041552""]",False,"[""ENSMUSG00000041552""]",{},one_to_one
Ptchd4,[74581400],[156691],"[""627626""]","[[""627626""]]","[""627626""]","[""MGI:1920485""]","[""Ptchd4""]",ENSMUSG00000042256,"[""ENSMUSG00000042256""]","[""ENSMUSG00000042256""]","[""ENSMUSG00000042256""]",False,"[""ENSMUSG00000042256""]",{},one_to_one
Ptdss1,[74800904],[18973],"[""19210""]","[[""19210""]]","[""19210""]","[""MGI:1276575""]","[""Ptdss1""]",ENSMUSG00000021518,"[""ENSMUSG00000021518""]","[""ENSMUSG00000021518""]","[""ENSMUSG00000021518""]",False,"[""ENSMUSG00000021518""]",{},one_to_one
Ptgds,"[851, 79567709]",[18978],"[""19215""]","[[""19215""]]","[""19215""]","[""MGI:99261""]","[""Ptgds""]",ENSMUSG00000015090,"[""ENSMUSG00000015090""]","[""ENSMUSG00000015090""]","[""ENSMUSG00000015090""]",False,"[""ENSMUSG00000015090""]",{},one_to_one
Ptger4,[112203056],[18982],"[""19219""]","[[""19219""]]","[""19219""]","[""MGI:104311""]","[""Ptger4""]",ENSMUSG00000039942,"[""ENSMUSG00000039942""]","[""ENSMUSG00000039942""]","[""ENSMUSG00000039942""]",False,"[""ENSMUSG00000039942""]",{},one_to_one
Ptgfr,[72283795],[18983],"[""19220""]","[[""19220""]]","[""19220""]","[""MGI:97796""]","[""Ptgfr""]",ENSMUSG00000028036,"[""ENSMUSG00000028036""]","[""ENSMUSG00000028036""]","[""ENSMUSG00000028036""]",False,"[""ENSMUSG00000028036""]",{},one_to_one
Ptgs1,[74800973],[18987],"[""19224""]","[[""19224""]]","[""19224""]","[""MGI:97797""]","[""Ptgs1""]",ENSMUSG00000047250,"[""ENSMUSG00000047250""]","[""ENSMUSG00000047250""]","[""ENSMUSG00000047250""]",False,"[""ENSMUSG00000047250""]",{},one_to_one
Ptgs2,[71016664],[18988],"[""19225""]","[[""19225""]]","[""19225""]","[""MGI:97798""]","[""Ptgs2""]",ENSMUSG00000032487,"[""ENSMUSG00000032487""]","[""ENSMUSG00000032487""]","[""ENSMUSG00000032487""]",False,"[""ENSMUSG00000032487""]",{},one_to_one
Pth1r,[112202195],[18991],"[""19228""]","[[""19228""]]","[""19228""]","[""MGI:97801""]","[""Pth1r""]",ENSMUSG00000032492,"[""ENSMUSG00000032492""]","[""ENSMUSG00000032492""]","[""ENSMUSG00000032492""]",False,"[""ENSMUSG00000032492""]",{},one_to_one
Pthlh,[73592531],[18990],"[""19227""]","[[""19227""]]","[""19227""]","[""MGI:97800""]","[""Pthlh""]",ENSMUSG00000048776,"[""ENSMUSG00000048776""]","[""ENSMUSG00000048776""]","[""ENSMUSG00000048776""]",False,"[""ENSMUSG00000048776""]",{},one_to_one
Ptk2,[75774672],[13860],"[""14083""]","[[""14083""]]","[""14083""]","[""MGI:95481""]","[""Ptk2""]",ENSMUSG00000022607,"[""ENSMUSG00000022607""]","[""ENSMUSG00000022607""]","[""ENSMUSG00000022607""]",False,"[""ENSMUSG00000022607""]",{},one_to_one
Ptk2b,[74357569],[18992],"[""19229""]","[[""19229""]]","[""19229""]","[""MGI:104908""]","[""Ptk2b""]",ENSMUSG00000059456,"[""ENSMUSG00000059456""]","[""ENSMUSG00000059456""]","[""ENSMUSG00000059456""]",False,"[""ENSMUSG00000059456""]",{},one_to_one
Ptk7,[74882765],[47302],"[""71461""]","[[""71461""]]","[""71461""]","[""MGI:1918711""]","[""Ptk7""]",ENSMUSG00000023972,"[""ENSMUSG00000023972""]","[""ENSMUSG00000023972""]","[""ENSMUSG00000023972""]",False,"[""ENSMUSG00000023972""]",{},one_to_one
Ptn,"[2507, 77866882]",[19005],"[""19242""]","[[""19242""]]","[""19242""]","[""MGI:97804""]","[""Ptn""]",ENSMUSG00000029838,"[""ENSMUSG00000029838""]","[""ENSMUSG00000029838""]","[""ENSMUSG00000029838""]",False,"[""ENSMUSG00000029838""]",{},one_to_one
Ptp4a1,[75079765],[19006],"[""19243""]","[[""19243""]]","[""19243""]","[""MGI:1277096""]","[""Ptp4a1""]",ENSMUSG00000117310,"[""ENSMUSG00000026064""]","[""ENSMUSG00000026064"", ""ENSMUSG00000144322""]","[""ENSMUSG00000026064"", ""ENSMUSG00000117310"", ""ENSMUSG00000144322""]",False,"[""ENSMUSG00000026064"", ""ENSMUSG00000117310""]","{""ENSMUSG00000144322"": ""MGI_identity_not_confirmed""}",ambiguous_ensembl
Ptpdc1,[72472738],[85326],"[""218232""]","[[""218232""]]","[""218232""]","[""MGI:2145430""]","[""Ptpdc1""]",ENSMUSG00000038042,"[""ENSMUSG00000038042""]","[""ENSMUSG00000038042""]","[""ENSMUSG00000038042""]",False,"[""ENSMUSG00000038042""]",{},one_to_one
Ptpn18,[2509],[19016],"[""19253""]","[[""19253""]]","[""19253""]","[""MGI:108410""]","[""Ptpn18""]",ENSMUSG00000026126,"[""ENSMUSG00000026126""]","[""ENSMUSG00000026126""]","[""ENSMUSG00000026126""]",False,"[""ENSMUSG00000026126""]",{},one_to_one
Ptpn2,[77413686],[19018],"[""19255""]","[[""19255""]]","[""19255""]","[""MGI:97806""]","[""Ptpn2""]",ENSMUSG00000024539,"[""ENSMUSG00000024539""]","[""ENSMUSG00000024539""]","[""ENSMUSG00000024539""]",False,"[""ENSMUSG00000024539""]",{},one_to_one
Ptpn3,"[72109295, 74511860]",[143151],"[""545622""]","[[""545622""]]","[""545622""]","[""MGI:105307""]","[""Ptpn3""]",ENSMUSG00000038764,"[""ENSMUSG00000038764""]","[""ENSMUSG00000038764""]","[""ENSMUSG00000038764""]",False,"[""ENSMUSG00000038764""]",{},one_to_one
Ptpn4,[74743283],[19021],"[""19258""]","[[""19258""]]","[""19258""]","[""MGI:1099792""]","[""Ptpn4""]",ENSMUSG00000026384,"[""ENSMUSG00000026384""]","[""ENSMUSG00000026384""]","[""ENSMUSG00000026384""]",False,"[""ENSMUSG00000026384""]",{},one_to_one
Ptpn5,[74743293],[19022],"[""19259""]","[[""19259""]]","[""19259""]","[""MGI:97807""]","[""Ptpn5""]",ENSMUSG00000030854,"[""ENSMUSG00000030854""]","[""ENSMUSG00000030854""]","[""ENSMUSG00000030854""]",False,"[""ENSMUSG00000030854""]",{},one_to_one
Ptprcap,[121091],[19028],"[""19265""]","[[""19265""]]","[""19265""]","[""MGI:97811""]","[""Ptprcap""]",ENSMUSG00000045826,"[""ENSMUSG00000045826""]","[""ENSMUSG00000045826""]","[""ENSMUSG00000045826""]",False,"[""ENSMUSG00000045826""]",{},one_to_one
Ptprd,[855],[19029],"[""19266""]","[[""19266""]]","[""19266""]","[""MGI:97812""]","[""Ptprd""]",ENSMUSG00000028399,"[""ENSMUSG00000028399""]","[""ENSMUSG00000028399""]","[""ENSMUSG00000028399""]",False,"[""ENSMUSG00000028399""]",{},one_to_one
Ptprj,[73521803],[19034],"[""19271""]","[[""19271""]]","[""19271""]","[""MGI:104574""]","[""Ptprj""]",ENSMUSG00000025314,"[""ENSMUSG00000025314""]","[""ENSMUSG00000025314""]","[""ENSMUSG00000025314""]",False,"[""ENSMUSG00000025314""]",{},one_to_one
Ptprk,[74743303],[19035],"[""19272""]","[[""19272""]]","[""19272""]","[""MGI:103310""]","[""Ptprk""]",ENSMUSG00000019889,"[""ENSMUSG00000019889""]","[""ENSMUSG00000019889""]","[""ENSMUSG00000019889""]",False,"[""ENSMUSG00000019889""]",{},one_to_one
Ptprm,[864],[19037],"[""19274""]","[[""19274""]]","[""19274""]","[""MGI:102694""]","[""Ptprm""]",ENSMUSG00000033278,"[""ENSMUSG00000033278""]","[""ENSMUSG00000033278""]","[""ENSMUSG00000033278""]",False,"[""ENSMUSG00000033278""]",{},one_to_one
Ptpro,[72340109],[19040],"[""19277""]","[[""19277""]]","[""19277""]","[""MGI:1097152""]","[""Ptpro""]",ENSMUSG00000030223,"[""ENSMUSG00000030223""]","[""ENSMUSG00000030223""]","[""ENSMUSG00000030223""]",False,"[""ENSMUSG00000030223""]",{},one_to_one
